,Number,Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_009,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_009,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_009,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_009,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_009,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_009,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_005,Input_C_007,Input_C_008,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Input_C_015_Y,Input_C_015_X,Input_C_016_Y,Input_C_016_X,Input_C_017_Y,Input_C_017_X,Input_C_018_Y,Input_C_018_X,Input_C_019_Y,Input_C_019_X,Input_C_020_Y,Input_C_020_X,Input_C_021_Y,Input_C_021_X,Input_C_022_Y,Input_C_022_X,Input_C_023_Y,Input_C_023_X,Input_C_024_Y,Input_C_024_X,Input_C_025_Y,Input_C_025_X,Input_C_026_Y,Input_C_026_X,Input_C_027_Y,Input_C_027_X,Input_C_028_Y,Input_C_028_X,Input_C_029_Y,Input_C_029_X,Input_C_030_Y,Input_C_030_X,Input_C_031_Y,Input_C_031_X,Input_C_032_Y,Input_C_032_X,Input_C_033_Y,Input_C_033_X,Input_C_034_Y,Input_C_034_X,Input_C_035_Y,Input_C_035_X,Input_C_036_Y,Input_C_036_X,Input_C_037_Y,Input_C_037_X,Input_C_038_Y,Input_C_038_X,Predict
10,Train11,0.0,0.0,0.0,0.0,0.0,0.016,0.01,0.002,0.002,0.006,0.008,0.008,-0.04,-0.02,-0.03,-0.02,-0.01,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.01,0.002,0.003,0.006,0.006,0.002,0.03,-0.03,-0.03,0.1,0.6,0.02,0.02,0.12,0.09,0.05,0.02,0.0,0.004,0.01,0.002,0.004,0.008,0.008,-0.03,0.2,0.6,0.04,0.04,0.04,0.0,0.0,0.0,0.02,0.03,0.006,0.008,0.003,0.004,0.01,0.004,0.004,-0.05,-0.02,-0.03,-0.04,-0.05,0.2,0.5,0.04,0.04,0.04,0.12,0.09,0.05,0.02,0.0,0.002,0.013999999999999999,0.002,0.004,0.008,0.008,0.006,-0.02,-0.02,-0.04,-0.05,-0.01,0.2,0.5,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.008,0.006999999999999999,0.001,0.008,0.008,0.006,-0.03,-0.03,-0.05,-0.02,0.2,0.6,0.01,0.01,4.0,0.0,0.002,3.0,0.02,0.003,0.005,0.005,0.0023,0.0008,0.0011,0.0017,0.0006,0.0012,0.0009,0.0008,0.0017,0.002,0.006,0.006,0.004,0.008,0.004,0.006,0.006,834.0,834.0,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.01,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.04,0.04,0.02,0.05,0.01,0.03,0.04,0.05,0.02,0.02,0.03,0.05,0.04,0.03,0.03,0.05,0.002,0.006999999999999999,3.9,1.0,1.0,3.478,3.2969999999999997,3.531,3.647,3.365,3.534,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-4.0,-1.0,-3.0,0.0,-3.0,0.0,-5.0,1.0,-4.0,1.0,-4.0,2.0,-3.0,2.0,-4.0,0.004
11,Train12,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.003,0.002,0.006,0.008,0.008,-0.03,-0.02,-0.01,-0.03,-0.02,0.45299999999999996,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.004,0.004,0.01,0.006,0.008,-0.04,-0.04,-0.03,0.2,0.523,-0.01,-0.01,0.0,0.0,0.0,0.02,0.04,0.004,0.006,0.003,0.004,0.008,0.006,-0.01,0.1,0.47600000000000003,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.02,0.04,0.004,0.006,0.002,0.002,0.006,0.004,0.004,-0.05,-0.03,-0.02,-0.03,-0.02,0.2,0.589,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.02,0.04,0.004,0.006,0.003,0.003,0.01,0.004,0.006,0.03,-0.02,-0.04,-0.02,-0.04,0.3,0.42100000000000004,-0.01,-0.001,0.0,0.0,0.0,0.02,0.04,0.002,0.002,0.002,0.008,0.006,0.004,0.01,-0.03,-0.05,-0.01,0.2,0.439,0.01,0.0,3.4,0.002,0.002,3.0,0.02,0.003,0.004,0.005,0.001,0.0008,0.0011,0.0008,0.0004,0.0006,0.0015,0.0011,0.0007,0.002,0.015,0.004,0.013000000000000001,0.017,0.005,0.006,0.03,834.0,835.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,15.72,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,159.05,0.02,0.01,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.01,0.02,-0.002,-0.004,4.0,1.0,1.0,4.024,3.665,4.2330000000000005,3.6639999999999997,4.164,3.69,0.0,-1.0,2.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,0.0,-1.0,1.0,1.0,1.0,2.0,1.0,-2.0,1.0,-1.0,1.0,0.0,-4.0,0.0,-4.0,2.0,-3.0,2.0,-5.0,-1.0,3.0,0.0,0.0,1.0,3.0,1.0,-2.0,0.002
12,Train13,0.07,0.05,0.03,0.0,0.0,0.006,0.008,0.003,0.003,0.006999999999999999,0.008,0.002,-0.02,-0.02,-0.03,-0.03,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.006999999999999999,0.003,0.004,0.009000000000000001,0.006,0.008,-0.04,-0.02,-0.01,0.2,0.5,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.006,0.012,0.004,0.004,0.01,0.006,-0.04,0.2,0.6,0.04,0.04,0.04,0.0,0.0,0.0,0.03,0.06,0.004,0.018000000000000002,0.004,0.004,0.009000000000000001,0.004,0.004,0.02,-0.04,-0.03,-0.03,-0.02,0.2,0.6,0.04,0.04,0.04,0.0,0.0,0.03,0.05,0.1,0.004,0.008,0.002,0.004,0.006999999999999999,0.004,0.004,-0.03,-0.02,-0.02,-0.01,-0.03,0.2,0.5,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.01,0.009000000000000001,0.003,0.006,0.008,0.006,-0.02,-0.02,-0.03,-0.02,0.2,0.6,0.01,0.01,4.0,0.002,0.0,3.0,0.02,0.003,0.005,0.005,0.001,0.0011,0.0013,0.0013,0.0012,0.0011,0.0011,0.001,0.001,0.002,0.011000000000000001,0.004,0.009000000000000001,0.01,0.004,0.006,0.016,835.0,835.0,0.01,0.02,0.0,0.01,0.01,0.02,0.0,0.02,0.02,0.01,0.02,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.04,0.04,0.04,0.05,0.05,0.03,0.04,0.04,0.01,0.01,0.05,0.03,0.04,0.03,0.01,0.02,0.006,0.003,4.0,2.0,2.0,3.878,3.148,3.228,3.2039999999999997,3.125,3.508,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-5.0,-1.0,-5.0,1.0,-4.0,1.0,-4.0,0.0,-2.0,0.0,-5.0,1.0,-3.0,1.0,-3.0,0.004
13,Train14,0.12,0.1,0.05,0.02,0.0,0.01,0.008,0.005,0.002,0.01,0.008,0.002,-0.03,-0.02,-0.03,-0.02,-0.04,0.5,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.1,0.002,0.006,0.003,0.004,0.006,0.006,0.008,-0.02,-0.05,-0.04,0.1,0.5,0.01,0.01,0.0,0.0,0.02,0.04,0.08,0.004,0.006,0.005,0.004,0.01,0.006,-0.03,0.2,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.004,0.006,0.004,0.003,0.008,0.004,0.004,0.04,-0.04,-0.03,-0.03,-0.02,0.1,0.6,0.04,0.04,0.04,0.12,0.09,0.05,0.02,0.0,0.002,0.006,0.003,0.004,0.008,0.004,0.006,-0.02,-0.01,-0.03,-0.02,-0.04,0.1,0.6,0.03,0.03,0.03,0.0,0.0,0.03,0.05,0.004,0.006,0.004,0.008,0.006,0.008,-0.01,-0.03,-0.01,-0.03,0.2,0.6,0.01,0.01,3.6,0.002,0.002,3.0,0.02,0.003,0.005,0.005,0.0009,0.0008,0.0009,0.001,0.0005,0.0011,0.0011,0.001,0.0009,0.001,0.009000000000000001,0.004,0.006999999999999999,0.011000000000000001,0.005,0.006,0.015,834.0,834.0,0.01,0.01,0.0,0.02,0.01,0.02,0.01,0.02,0.02,0.0,0.01,15.95,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.01,0.01,0.04,0.02,0.03,0.01,0.04,0.03,0.02,0.01,0.01,0.02,0.04,0.02,0.01,0.02,0.02,0.006999999999999999,0.004,3.6,1.0,1.0,3.327,3.4130000000000003,3.34,3.302,3.52,3.469,0.4,0.0,1.6,-1.2,-0.1,-1.2,0.0,-1.2,0.3,-0.3,1.0,0.0,-0.2,-1.2,0.0,0.0,0.0,0.7,0.8,0.4,-0.7,1.2,-0.8,1.2,0.0,0.2,0.6,0.0,-1.4,0.3,-1.0,0.3,0.3,-3.7,0.5,-2.0,1.0,-3.8,0.8,-2.4,-0.8,1.0,0.0,2.2,0.3,2.3,0.1,4.2,0.002
14,Train15,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.002,0.002,0.006,0.004,0.004,0.01,-0.04,-0.03,-0.02,-0.04,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.012,0.002,0.004,0.01,0.006,0.006,-0.03,-0.01,-0.02,0.2,0.588,0.01,0.01,0.0,0.0,0.0,0.03,0.06,0.004,0.012,0.002,0.004,0.01,0.006,-0.04,0.1,0.532,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.003,0.012,0.002,0.005,0.01,0.004,0.002,0.02,-0.04,-0.03,-0.03,-0.04,1.1,0.5710000000000001,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.004,0.016,0.003,0.002,0.009000000000000001,0.008,0.002,0.01,-0.03,-0.01,-0.01,-0.03,0.2,0.5670000000000001,0.01,0.01,0.01,0.0,0.0,0.03,0.05,0.005,0.016,0.004,0.008,0.006,0.004,-0.03,-0.04,-0.03,-0.02,0.7,0.5579999999999999,0.03,0.03,4.2,0.002,0.002,2.5,0.02,0.003,0.005,0.005,0.0012,0.0013,0.0011,0.0009,0.0008,0.0013,0.0015,0.002,0.0019,0.003,0.008,0.006,0.006999999999999999,0.012,0.005,0.006,0.013999999999999999,834.0,835.0,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.01,15.8,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.01,159.07,0.02,0.02,0.03,0.01,0.01,0.02,0.04,0.04,0.02,0.01,0.02,0.03,0.04,0.01,0.01,0.03,0.02,0.03,-0.004,-0.004,4.0,1.0,1.0,4.7989999999999995,3.5639999999999996,4.463,4.676,3.747,3.06,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,-3.0,0.0,-4.0,1.0,-2.0,1.0,-5.0,-1.0,-2.0,0.0,-3.0,0.0,-3.0,0.0,-3.0,0.002
15,Train16,0.0,0.0,0.0,0.02,0.04,0.004,0.003,0.003,0.002,0.01,0.006,0.006,0.02,-0.01,-0.02,-0.03,-0.03,0.58,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.09,0.004,0.003,0.003,0.004,0.008,0.004,0.004,0.02,-0.05,-0.03,0.0,0.5870000000000001,0.01,0.01,0.0,0.0,0.0,0.03,0.05,0.005,0.006,0.002,0.004,0.006,0.006,-0.02,0.0,0.591,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.04,0.006,0.004,0.004,0.002,0.008,0.004,0.008,0.03,-0.04,-0.04,-0.04,-0.04,0.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.03,0.003,0.003,0.003,0.002,0.006,0.004,0.006,0.02,-0.01,-0.01,-0.04,-0.03,0.0,0.544,0.03,0.03,0.03,0.0,0.02,0.04,0.08,0.002,0.004,0.004,0.004,0.006,0.006,0.03,-0.03,-0.01,-0.01,8.0,0.581,0.02,0.0,3.0,0.002,0.0,2.0,0.01,0.003,0.005,0.006,0.0014,0.0012,0.0007,0.0007,0.0008,0.0006,0.0009,0.0007,0.0005,0.002,0.011000000000000001,0.003,0.009000000000000001,0.012,0.004,0.006,0.013999999999999999,834.0,834.0,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.01,0.02,0.01,0.02,15.95,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,159.07,0.02,0.02,0.03,0.03,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.03,0.04,0.02,0.02,0.04,0.04,0.02,0.004,0.006,3.8,1.0,1.0,3.8710000000000004,2.9339999999999997,3.878,2.866,4.178,3.9360000000000004,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,2.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,2.0,0.0,2.0,-1.0,0.002
16,Train17,0.0,0.0,0.0,0.0,0.0,0.012,0.005,0.005,0.004,0.008,0.008,0.006,0.05,-0.03,-0.02,-0.02,-0.02,0.546,-0.02,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.005,0.003,0.008,0.006,0.004,-0.03,-0.03,-0.04,0.1,0.588,-0.03,-0.03,0.0,0.0,0.0,0.03,0.05,0.004,0.008,0.002,0.002,0.01,0.008,-0.02,0.0,0.591,-0.04,-0.03,-0.04,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.003,0.004,0.009000000000000001,0.006,0.008,0.01,-0.02,-0.01,-0.01,-0.02,0.4,0.547,-0.04,-0.04,-0.04,0.0,0.0,0.0,0.02,0.03,0.006,0.008,0.003,0.002,0.01,0.006,0.004,0.02,-0.03,-0.02,-0.01,-0.03,0.1,0.5870000000000001,-0.03,-0.03,-0.03,0.0,0.0,0.03,0.05,0.006,0.008,0.003,0.008,0.004,0.006,0.01,-0.03,-0.02,-0.02,0.2,0.534,-0.02,-0.01,3.5,0.0,0.0,3.0,0.02,0.004,0.004,0.006,0.0011,0.0011,0.0004,0.0006,0.0014,0.0004,0.0003,0.0009,0.0008,0.002,0.006,0.003,0.006,0.008,0.004,0.005,0.018000000000000002,834.0,835.0,0.01,0.01,0.01,0.02,0.0,0.01,0.02,0.02,0.01,0.01,0.0,15.94,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,159.07,0.04,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.04,0.02,0.02,0.04,0.02,0.02,0.04,0.02,-0.002,-0.006,4.0,1.0,1.0,3.698,4.114,4.295,3.069,4.348,3.477,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,-2.0,1.0,-2.0,1.0,-2.0,1.0,-2.0,0.0,-2.0,-1.0,-2.0,1.0,-2.0,1.0,-2.0,0.002
17,Train18,0.0,0.0,0.0,0.0,0.0,0.004,0.012,0.002,0.004,0.009000000000000001,0.008,0.002,0.05,-0.01,-0.05,-0.05,-0.01,0.55,0.0,0.0,0.0,0.16,0.14,0.07,0.03,0.0,0.006,0.012,0.002,0.003,0.006999999999999999,0.006,0.006,0.05,-0.02,-0.02,1.0,0.55,0.01,0.01,0.0,0.0,0.0,0.02,0.03,0.006,0.016,0.005,0.004,0.005,0.006,-0.01,1.0,0.6,0.02,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.002,0.012,0.002,0.003,0.004,0.006,0.004,0.05,-0.03,-0.03,-0.02,-0.02,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.006,0.012,0.002,0.004,0.009000000000000001,0.004,0.004,0.05,-0.02,-0.02,-0.02,-0.02,1.0,0.55,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.013999999999999999,0.009000000000000001,0.003,0.006,0.008,0.008,0.05,-0.03,-0.03,-0.03,2.0,0.6,0.01,0.01,3.8,0.0,0.0,3.0,0.02,0.003,0.004,0.006,0.0017,0.0008,0.0009,0.0008,0.0011,0.0005,0.0006,0.0009,0.0008,0.002,0.005,0.003,0.006,0.005,0.005,0.005,0.02,835.0,834.0,0.01,0.01,0.02,0.02,0.01,0.01,0.0,0.01,0.01,0.02,0.02,15.95,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,159.07,0.04,0.05,0.03,0.04,0.01,0.04,0.03,0.04,0.01,0.01,0.05,0.04,0.04,0.04,0.04,0.04,0.02,0.01,-0.006,-0.006,3.7,2.0,2.0,4.019,3.292,4.17,4.138999999999999,3.82,3.625,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,-1.0,-4.0,1.0,-5.0,1.0,-5.0,0.0,1.0,-1.0,-5.0,0.0,2.0,0.0,-4.0,0.004
18,Train19,0.0,0.0,0.0,0.0,0.0,0.004,0.022000000000000002,0.004,0.004,0.01,0.002,0.004,0.05,-0.01,-0.01,-0.01,-0.01,0.6,-0.02,-0.01,-0.03,0.0,0.0,0.0,0.82,0.04,0.01,0.022000000000000002,0.002,0.004,0.006,0.004,0.004,0.05,-0.01,-0.01,1.0,0.6,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.022000000000000002,0.002,0.002,0.01,0.006,-0.01,1.0,0.58,-0.02,-0.02,-0.01,0.0,0.0,0.0,0.02,0.04,0.004,0.018000000000000002,0.004,0.005,0.008,0.006,0.004,0.05,-0.01,-0.01,-0.01,-0.04,4.0,0.55,-0.03,-0.03,-0.03,0.0,0.0,0.0,0.03,0.05,0.002,0.022000000000000002,0.002,0.004,0.006,0.006,0.002,0.05,-0.01,-0.04,-0.04,-0.02,1.0,0.589,-0.02,-0.01,-0.02,0.0,0.0,0.0,0.0,0.01,0.022000000000000002,0.002,0.01,0.004,0.002,0.05,-0.01,-0.01,-0.01,1.0,0.6,-0.01,0.0,3.5,0.0,0.002,3.0,0.02,0.004,0.004,0.004,0.0013,0.0011,0.001,0.0011,0.001,0.0011,0.001,0.0009,0.0008,0.003,0.008,0.004,0.006,0.009000000000000001,0.006,0.006,0.025,834.0,835.0,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,15.95,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.01,0.02,0.02,0.03,0.04,0.04,0.03,0.01,0.01,0.01,0.02,0.02,0.04,0.02,0.04,0.03,0.04,-0.004,-0.004,3.8,1.0,1.0,3.109,3.4739999999999998,2.855,4.105,4.1530000000000005,3.27,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,-2.0,-1.0,-4.0,1.0,-3.0,1.0,-5.0,0.0,0.0,0.0,-2.0,1.0,-4.0,1.0,-2.0,0.004
19,Train20,0.0,0.0,0.0,0.0,0.0,0.016,0.01,0.004,0.002,0.01,0.008,0.008,-0.05,-0.02,-0.03,-0.01,-0.04,0.4,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.008,0.002,0.004,0.01,0.006,0.006,-0.03,-0.03,-0.03,0.2,0.5,0.02,0.02,0.0,0.0,0.0,0.02,0.04,0.005,0.006,0.003,0.002,0.008,0.004,-0.01,0.1,0.4,0.03,0.03,0.04,0.0,0.0,0.0,0.02,0.04,0.002,0.01,0.005,0.002,0.01,0.004,0.008,0.03,-0.05,-0.01,-0.02,-0.05,0.1,0.4,0.02,0.02,0.03,0.0,0.0,0.0,0.03,0.05,0.002,0.008,0.003,0.004,0.01,0.006,0.006,-0.04,-0.03,-0.02,-0.04,-0.02,0.2,0.5,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.016,0.012,0.005,0.01,0.004,0.004,-0.01,-0.01,-0.04,-0.02,0.2,0.6,-0.01,-0.01,3.6,0.002,0.002,3.5,0.02,0.003,0.005,0.006,0.0016,0.0011,0.0015,0.0009,0.0016,0.0013,0.0014,0.0011,0.001,0.003,0.011000000000000001,0.005,0.011000000000000001,0.013000000000000001,0.005,0.005,0.02,834.0,835.0,0.01,0.01,0.01,0.0,0.02,0.02,0.01,0.02,0.01,0.01,0.0,15.92,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,159.07,0.03,0.03,0.02,0.03,0.04,0.02,0.04,0.04,0.04,0.02,0.03,0.04,0.04,0.01,0.01,0.02,0.02,0.02,-0.004,-0.005,4.2,1.0,1.0,4.321000000000001,4.059,4.032,4.0889999999999995,4.218999999999999,4.096,0.0,0.0,2.0,-1.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,2.0,0.0,-2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-3.0,0.0,5.0,0.0,-3.0,1.0,4.0,1.0,-1.0,0.002
20,Train21,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.003,0.004,0.008,0.008,0.008,0.02,-0.02,-0.04,-0.05,-0.02,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.002,0.003,0.003,0.005,0.008,0.006,0.004,0.03,-0.02,-0.04,0.1,0.563,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.012,0.002,0.002,0.002,0.006,0.006,-0.03,0.0,0.555,0.02,0.02,0.02,0.0,0.0,0.0,0.03,0.05,0.004,0.003,0.003,0.004,0.006,0.006,0.006,0.01,-0.05,-0.02,-0.05,-0.03,0.2,0.423,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.004,0.004,0.005,0.008,0.004,0.004,0.02,-0.03,-0.04,-0.03,-0.05,0.0,0.581,0.02,0.02,0.02,0.0,0.0,0.03,0.05,0.004,0.003,0.003,0.01,0.006,0.008,0.01,-0.02,-0.05,-0.05,0.0,0.564,0.01,0.01,3.6,0.0,0.002,2.5,0.02,0.003,0.005,0.006999999999999999,0.0009,0.001,0.0011,0.0011,0.0009,0.0012,0.0012,0.0005,0.0005,0.003,0.004,0.003,0.003,0.005,0.004,0.003,0.012,834.0,834.0,0.01,0.02,0.02,0.02,0.01,0.01,0.0,0.02,0.01,0.0,0.01,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.04,0.02,0.02,0.02,0.03,0.04,0.04,0.02,0.01,0.02,0.03,-0.006999999999999999,-0.004,3.9,1.0,1.0,3.1060000000000003,3.799,3.528,3.1689999999999996,3.031,3.4589999999999996,1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,1.0,-2.0,0.0,-2.0,2.0,-2.0,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,-1.0,-2.0,0.005
